Year,State,State Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
2014,Maryland,24,"Baltimore city, MD",24510,Heroin,T40.1,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,65,622793,10.4
2014,Maryland,24,"Baltimore city, MD",24510,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,622793,Unreliable
2014,Maryland,24,"Baltimore city, MD",24510,Other opioids,T40.2,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,69,622793,11.1
2014,Maryland,24,"Baltimore city, MD",24510,Methadone,T40.3,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,40,622793,6.4
2014,Maryland,24,"Baltimore city, MD",24510,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,622793,Unreliable
2014,Maryland,24,"Baltimore city, MD",24510,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,54,622793,8.7
2014,Maryland,24,"Baltimore city, MD",24510,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,45,622793,7.2
2014,Maryland,24,"Baltimore city, MD",24510,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,622793,3.7
2014,Maryland,24,"Baltimore city, MD",24510,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10,622793,Unreliable
2014,Massachusetts,25,"Barnstable County, MA",25001,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,214914,Unreliable
2014,Massachusetts,25,"Barnstable County, MA",25001,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,214914,14
2014,Massachusetts,25,"Berkshire County, MA",25003,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,128715,Unreliable
2014,Massachusetts,25,"Bristol County, MA",25005,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,554194,Unreliable
2014,Massachusetts,25,"Bristol County, MA",25005,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,554194,Unreliable
2014,Massachusetts,25,"Bristol County, MA",25005,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,68,554194,12.3
2014,Massachusetts,25,"Bristol County, MA",25005,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,76,554194,13.7
2014,Massachusetts,25,"Bristol County, MA",25005,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,15,554194,Unreliable
2014,Massachusetts,25,"Essex County, MA",25009,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,76,769091,9.9
2014,Massachusetts,25,"Essex County, MA",25009,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,769091,3.4
2014,Massachusetts,25,"Essex County, MA",25009,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,769091,Unreliable
2014,Massachusetts,25,"Essex County, MA",25009,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,63,769091,8.2
2014,Massachusetts,25,"Essex County, MA",25009,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,58,769091,7.5
2014,Massachusetts,25,"Hampden County, MA",25013,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,468161,6.8
2014,Massachusetts,25,"Hampden County, MA",25013,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,468161,Unreliable
2014,Massachusetts,25,"Middlesex County, MA",25017,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,105,1570315,6.7
2014,Massachusetts,25,"Middlesex County, MA",25017,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,1570315,1.9
2014,Massachusetts,25,"Middlesex County, MA",25017,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1570315,Unreliable
2014,Massachusetts,25,"Middlesex County, MA",25017,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,97,1570315,6.2
2014,Massachusetts,25,"Middlesex County, MA",25017,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,94,1570315,6
2014,Massachusetts,25,"Norfolk County, MA",25021,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,66,692254,9.5
2014,Massachusetts,25,"Norfolk County, MA",25021,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,692254,Unreliable
2014,Massachusetts,25,"Norfolk County, MA",25021,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,692254,Unreliable
2014,Massachusetts,25,"Norfolk County, MA",25021,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,692254,6.5
2014,Massachusetts,25,"Norfolk County, MA",25021,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,692254,5.5
2014,Massachusetts,25,"Plymouth County, MA",25023,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,507022,7.3
2014,Massachusetts,25,"Plymouth County, MA",25023,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,507022,Unreliable
2014,Massachusetts,25,"Plymouth County, MA",25023,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,51,507022,10.1
2014,Massachusetts,25,"Plymouth County, MA",25023,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,507022,7.7
2014,Massachusetts,25,"Suffolk County, MA",25025,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,767254,7.2
2014,Massachusetts,25,"Suffolk County, MA",25025,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,767254,Unreliable
2014,Massachusetts,25,"Suffolk County, MA",25025,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,767254,Unreliable
2014,Massachusetts,25,"Suffolk County, MA",25025,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,53,767254,6.9
2014,Massachusetts,25,"Suffolk County, MA",25025,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,767254,6.3
2014,Massachusetts,25,"Worcester County, MA",25027,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,49,813475,6
2014,Massachusetts,25,"Worcester County, MA",25027,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,813475,2.5
2014,Massachusetts,25,"Worcester County, MA",25027,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,813475,3.1
2014,Massachusetts,25,"Worcester County, MA",25027,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,813475,5.3
2014,Michigan,26,"Allegan County, MI",26005,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,113847,Unreliable
2014,Michigan,26,"Allegan County, MI",26005,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,113847,Unreliable
2014,Michigan,26,"Bay County, MI",26017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13,106179,Unreliable
2014,Michigan,26,"Berrien County, MI",26021,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,155233,15.5
2014,Michigan,26,"Calhoun County, MI",26025,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,134878,Unreliable
2014,Michigan,26,"Calhoun County, MI",26025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,134878,Unreliable
2014,Michigan,26,"Genesee County, MI",26049,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,412895,Unreliable
2014,Michigan,26,"Genesee County, MI",26049,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,412895,Unreliable
2014,Michigan,26,"Genesee County, MI",26049,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,412895,Unreliable
2014,Michigan,26,"Ingham County, MI",26065,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,284582,8.4
2014,Michigan,26,"Ingham County, MI",26065,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,284582,Unreliable
2014,Michigan,26,"Ingham County, MI",26065,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,284582,Unreliable
2014,Michigan,26,"Ingham County, MI",26065,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,284582,Unreliable
2014,Michigan,26,"Kalamazoo County, MI",26077,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,258818,Unreliable
2014,Michigan,26,"Kalamazoo County, MI",26077,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,258818,Unreliable
2014,Michigan,26,"Kent County, MI",26081,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,629237,Unreliable
2014,Michigan,26,"Kent County, MI",26081,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,629237,Unreliable
2014,Michigan,26,"Kent County, MI",26081,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,629237,Unreliable
2014,Michigan,26,"Kent County, MI",26081,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,11,629237,Unreliable
2014,Michigan,26,"Livingston County, MI",26093,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,185596,Unreliable
2014,Michigan,26,"Livingston County, MI",26093,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,185596,Unreliable
2014,Michigan,26,"Macomb County, MI",26099,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,102,860112,11.9
2014,Michigan,26,"Macomb County, MI",26099,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,860112,2.4
2014,Michigan,26,"Macomb County, MI",26099,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,860112,Unreliable
2014,Michigan,26,"Macomb County, MI",26099,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,95,860112,11
2014,Michigan,26,"Macomb County, MI",26099,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,17,860112,Unreliable
2014,Michigan,26,"Macomb County, MI",26099,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,38,860112,4.4
2014,Michigan,26,"Monroe County, MI",26115,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,149824,Unreliable
2014,Michigan,26,"Monroe County, MI",26115,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,149824,Unreliable
2014,Michigan,26,"Monroe County, MI",26115,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,149824,Unreliable
2014,Michigan,26,"Muskegon County, MI",26121,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,172344,Unreliable
2014,Michigan,26,"Muskegon County, MI",26121,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,172344,Unreliable
2014,Michigan,26,"Muskegon County, MI",26121,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,172344,Unreliable
2014,Michigan,26,"Muskegon County, MI",26121,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,172344,Unreliable
2014,Michigan,26,"Muskegon County, MI",26121,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,172344,15.1
2014,Michigan,26,"Oakland County, MI",26125,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,1237868,1.7
2014,Michigan,26,"Oakland County, MI",26125,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,24,1237868,1.9
2014,Michigan,26,"Oakland County, MI",26125,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,51,1237868,4.1
2014,Michigan,26,"Ottawa County, MI",26139,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,276292,Unreliable
2014,Michigan,26,"Saginaw County, MI",26145,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,34,195012,17.4
2014,Michigan,26,"St. Clair County, MI",26147,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,160078,Unreliable
2014,Michigan,26,"St. Clair County, MI",26147,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,160078,Unreliable
2014,Michigan,26,"Washtenaw County, MI",26161,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,356874,9.8
2014,Michigan,26,"Washtenaw County, MI",26161,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,356874,Unreliable
2014,Michigan,26,"Washtenaw County, MI",26161,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,356874,Unreliable
2014,Michigan,26,"Wayne County, MI",26163,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,166,1764804,9.4
2014,Michigan,26,"Wayne County, MI",26163,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,60,1764804,3.4
2014,Michigan,26,"Wayne County, MI",26163,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1764804,Unreliable
2014,Michigan,26,"Wayne County, MI",26163,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,1764804,2.2
2014,Michigan,26,"Wayne County, MI",26163,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,209,1764804,11.8
2014,Michigan,26,"Wayne County, MI",26163,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1764804,Unreliable
2014,Minnesota,27,"Hennepin County, MN",27053,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,1212064,3.5
2014,Minnesota,27,"Hennepin County, MN",27053,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,1212064,Unreliable
2014,Minnesota,27,"Hennepin County, MN",27053,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,1212064,2.3
2014,Minnesota,27,"Hennepin County, MN",27053,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,1212064,Unreliable
2014,Minnesota,27,"Ramsey County, MN",27123,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,532655,4.1
2014,Minnesota,27,"St. Louis County, MN",27137,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,200949,Unreliable
2014,Minnesota,27,"St. Louis County, MN",27137,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,200949,Unreliable
2014,Mississippi,28,"DeSoto County, MS",28033,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,170913,Unreliable
2014,Mississippi,28,"Harrison County, MS",28047,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,199058,20.1
2014,Mississippi,28,"Jackson County, MS",28059,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,141137,18.4
2014,Missouri,29,"Butler County, MO",29023,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,42972,Unreliable
2014,Missouri,29,"Dunklin County, MO",29069,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,31344,Unreliable
2014,Missouri,29,"Greene County, MO",29077,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,285865,10.8
2014,Missouri,29,"Jackson County, MO",29095,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,683191,Unreliable
2014,Missouri,29,"Jackson County, MO",29095,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,683191,5.1
2014,Missouri,29,"Jackson County, MO",29095,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,683191,Unreliable
2014,Missouri,29,"Jackson County, MO",29095,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,683191,4
2014,Missouri,29,"Jefferson County, MO",29099,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,222716,13.5
2014,Missouri,29,"Jefferson County, MO",29099,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,222716,Unreliable
2014,Missouri,29,"St. Charles County, MO",29183,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,379493,10.3
2014,Missouri,29,"St. Francois County, MO",29187,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,65960,36.4
2014,Missouri,29,"St. Louis County, MO",29189,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,106,1001876,10.6
2014,Missouri,29,"St. Louis County, MO",29189,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,1001876,2.4
2014,Missouri,29,"St. Louis County, MO",29189,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,1001876,2.3
2014,Missouri,29,"St. Louis County, MO",29189,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1001876,Unreliable
2014,Missouri,29,"St. Louis County, MO",29189,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,1001876,Unreliable
2014,Missouri,29,"St. Louis city, MO",29510,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,84,317419,26.5
2014,Missouri,29,"St. Louis city, MO",29510,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,317419,7.6
2014,Missouri,29,"St. Louis city, MO",29510,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,317419,Unreliable
2014,Nebraska,31,"Douglas County, NE",31055,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,543244,Unreliable
2014,Nebraska,31,"Douglas County, NE",31055,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,543244,4.6
2014,Nevada,32,"Clark County, NV",32003,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,48,2069681,2.3
2014,Nevada,32,"Clark County, NV",32003,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,133,2069681,6.4
2014,Nevada,32,"Clark County, NV",32003,Other opioids,T40.2,Drug poisonings (overdose) Suicide (X60-X64),D2,27,2069681,1.3
2014,Nevada,32,"Clark County, NV",32003,Methadone,T40.3,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,2069681,2.2
2014,Nevada,32,"Clark County, NV",32003,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,2069681,Unreliable
2014,Nevada,32,"Clark County, NV",32003,Other and unspecified narcotics,T40.6,Drug poisonings (overdose) Unintentional (X40-X44),D1,25,2069681,1.2
2014,Nevada,32,"Clark County, NV",32003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,246,2069681,11.9
2014,Nevada,32,"Clark County, NV",32003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,38,2069681,1.8
2014,Nevada,32,"Washoe County, NV",32031,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,440078,6.1
2014,Nevada,32,"Washoe County, NV",32031,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,440078,10.2
2014,New Hampshire,33,"Hillsborough County, NH",33011,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,405184,8.9
2014,New Hampshire,33,"Hillsborough County, NH",33011,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,21,405184,5.2
2014,New Hampshire,33,"Hillsborough County, NH",33011,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,405184,10.6
2014,New Hampshire,33,"Hillsborough County, NH",33011,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,405184,Unreliable
2014,New Hampshire,33,"Merrimack County, NH",33013,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,147171,Unreliable
2014,New Hampshire,33,"Merrimack County, NH",33013,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,147171,Unreliable
2014,New Hampshire,33,"Rockingham County, NH",33015,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,300621,7.7
2014,New Hampshire,33,"Rockingham County, NH",33015,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,300621,13.3
2014,New Hampshire,33,"Strafford County, NH",33017,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,125604,15.9
2014,New Hampshire,33,"Strafford County, NH",33017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,11,125604,Unreliable
2014,New Jersey,34,"Atlantic County, NJ",34001,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,275209,9.4
2014,New Jersey,34,"Atlantic County, NJ",34001,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,275209,Unreliable
2014,New Jersey,34,"Atlantic County, NJ",34001,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,275209,Unreliable
2014,New Jersey,34,"Bergen County, NJ",34003,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,38,933572,4.1
2014,New Jersey,34,"Bergen County, NJ",34003,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,933572,Unreliable
2014,New Jersey,34,"Bergen County, NJ",34003,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,933572,7
2014,New Jersey,34,"Burlington County, NJ",34005,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,449722,Unreliable
2014,New Jersey,34,"Burlington County, NJ",34005,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,52,449722,11.6
2014,New Jersey,34,"Camden County, NJ",34007,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,118,511038,23.1
2014,New Jersey,34,"Cape May County, NJ",34009,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,95344,Unreliable
2014,New Jersey,34,"Cumberland County, NJ",34011,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,157389,Unreliable
2014,New Jersey,34,"Essex County, NJ",34013,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,37,795723,4.6
2014,New Jersey,34,"Essex County, NJ",34013,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,795723,Unreliable
2014,New Jersey,34,"Essex County, NJ",34013,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,795723,2.9
2014,New Jersey,34,"Gloucester County, NJ",34015,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,290951,18.9
2014,New Jersey,34,"Hudson County, NJ",34017,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,669115,4.2
2014,New Jersey,34,"Hudson County, NJ",34017,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,669115,Unreliable
2014,New Jersey,34,"Mercer County, NJ",34021,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,371537,Unreliable
2014,New Jersey,34,"Mercer County, NJ",34021,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,371537,9.2
2014,New Jersey,34,"Middlesex County, NJ",34023,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,63,836297,7.5
2014,New Jersey,34,"Middlesex County, NJ",34023,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,836297,3.2
2014,New Jersey,34,"Middlesex County, NJ",34023,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,836297,Unreliable
2014,New Jersey,34,"Middlesex County, NJ",34023,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,30,836297,3.6
2014,New Jersey,34,"Middlesex County, NJ",34023,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Suicide (X60-X64),D2,12,836297,Unreliable
2014,New Jersey,34,"Monmouth County, NJ",34025,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,629279,6.8
2014,New Jersey,34,"Monmouth County, NJ",34025,Other opioids,T40.2,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,629279,3.7
2014,New Jersey,34,"Monmouth County, NJ",34025,Other synthetic narcotics,T40.4,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,629279,Unreliable
2014,New Jersey,34,"Monmouth County, NJ",34025,"Other and unspecified drugs, medicaments and biological substances",T50.9,Drug poisonings (overdose) Unintentional (X40-X44),D1,45,629279,7.2
2014,New Jersey,34,"Morris County, NJ",34027,Heroin,T40.1,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,499727,4.4
