"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"UCD - Drug/Alcohol Induced Cause"	"UCD - Drug/Alcohol Induced Cause Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Maine"	"23"	"Cumberland County, ME"	"23005"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	285456	Unreliable	1.7	6.4	1.1	Unreliable	1.4	5.8	1.0	0.0%
	"Maine"	"23"	"Cumberland County, ME"	"23005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	15	287797	Unreliable	2.9	8.6	1.3	Unreliable	2.9	8.9	1.4	0.0%
	"Maine"	"23"	"Cumberland County, ME"	"23005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	13	287797	Unreliable	2.4	7.7	1.3	Unreliable	2.4	8.2	1.3	0.0%
	"Maine"	"23"	"Cumberland County, ME"	"23005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	18	289977	Unreliable	3.7	9.8	1.5	Unreliable	3.8	10.5	1.6	0.0%
	"Maine"	"23"	"Cumberland County, ME"	"23005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	20	289977	6.9	4.2	10.7	1.5	6.8	4.1	10.6	1.5	0.0%
	"Maine"	"23"	"Cumberland County, ME"	"23005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	39	289977	13.4	9.6	18.4	2.2	14.8	10.5	20.3	2.4	0.0%
	"Maine"	"23"	"Kennebec County, ME"	"23011"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	119980	Unreliable	4.0	15.3	2.6	Unreliable	4.3	16.6	2.9	0.0%
	"Maine"	"23"	"York County, ME"	"23031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	200710	Unreliable	2.4	9.2	1.6	Unreliable	2.7	10.4	1.8	0.0%
	"Maine"	"23"	"York County, ME"	"23031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	17	200710	Unreliable	4.9	13.6	2.1	Unreliable	5.8	15.9	2.4	0.0%
	"Maine"	"23"	"York County, ME"	"23031"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	201169	Unreliable	4.9	13.5	2.0	Unreliable	5.1	14.5	2.3	0.0%
	"Maine"	"23"	"York County, ME"	"23031"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	27	201169	13.4	8.8	19.5	2.6	16.4	10.8	23.9	3.2	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	555743	Unreliable	1.2	4.0	0.6	Unreliable	1.3	4.1	0.7	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	15	555743	Unreliable	1.5	4.5	0.7	Unreliable	1.5	4.4	0.7	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	21	555743	3.8	2.3	5.8	0.8	3.7	2.3	5.7	0.8	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	18	555743	Unreliable	1.9	5.1	0.8	Unreliable	2.1	5.5	0.8	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	22	560133	3.9	2.5	5.9	0.8	3.8	2.4	5.7	0.8	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	31	560133	5.5	3.8	7.9	1.0	5.3	3.6	7.6	1.0	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	32	560133	5.7	3.9	8.1	1.0	5.6	3.8	8.0	1.0	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	10	560133	Unreliable	0.9	3.3	0.6	Unreliable	0.9	3.4	0.6	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	27	560133	4.8	3.2	7.0	0.9	4.7	3.1	6.9	0.9	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	16	560133	Unreliable	1.6	4.6	0.7	Unreliable	1.7	4.7	0.7	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	11	564195	Unreliable	1.0	3.5	0.6	Unreliable	0.9	3.2	0.6	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	10	564195	Unreliable	0.8	3.3	0.6	Unreliable	0.9	3.3	0.6	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	20	564195	3.5	2.2	5.5	0.8	3.3	2.0	5.2	0.8	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	564195	Unreliable	1.0	3.5	0.6	Unreliable	0.9	3.3	0.5	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	33	564195	5.8	4.0	8.2	1.0	5.7	3.9	8.0	1.0	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	33	564195	5.8	4.0	8.2	1.0	5.8	4.0	8.2	1.0	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	29	564195	5.1	3.4	7.4	1.0	5.1	3.4	7.4	1.0	0.0%
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	14	564195	Unreliable	1.4	4.2	0.7	Unreliable	1.3	4.0	0.6	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	14	823015	Unreliable	0.9	2.9	0.5	Unreliable	0.9	2.8	0.4	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	13	823015	Unreliable	0.8	2.7	0.4	Unreliable	0.9	2.9	0.5	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	25	823015	3.0	2.0	4.5	0.6	3.1	2.0	4.6	0.6	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	28	823015	3.4	2.3	4.9	0.6	3.5	2.3	5.1	0.7	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	39	823015	4.7	3.4	6.5	0.8	4.7	3.3	6.5	0.8	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	22	823015	2.7	1.7	4.0	0.6	2.7	1.7	4.2	0.6	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	12	823015	Unreliable	0.8	2.5	0.4	Unreliable	0.7	2.6	0.4	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	25	823015	3.0	2.0	4.5	0.6	3.0	1.9	4.4	0.6	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	826925	Unreliable	0.6	2.2	0.4	Unreliable	0.6	2.4	0.4	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	24	826925	2.9	1.9	4.3	0.6	2.9	1.9	4.4	0.6	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	826925	Unreliable	0.6	2.2	0.4	Unreliable	0.6	2.4	0.4	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	42	826925	5.1	3.7	6.9	0.8	5.3	3.8	7.2	0.8	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	54	826925	6.5	4.9	8.5	0.9	6.4	4.8	8.4	0.9	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	26	826925	3.1	2.1	4.6	0.6	2.9	1.9	4.3	0.6	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	43	826925	5.2	3.8	7.0	0.8	5.5	4.0	7.4	0.9	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	16	826925	Unreliable	1.1	3.1	0.5	Unreliable	1.0	3.0	0.5	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	826925	Unreliable	0.7	2.4	0.4	Unreliable	0.6	2.3	0.4	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	16	831128	Unreliable	1.1	3.1	0.5	Unreliable	1.1	3.3	0.5	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other opioids"	"T40.2"	17	831128	Unreliable	1.2	3.3	0.5	Unreliable	1.2	3.4	0.5	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Methadone"	"T40.3"	10	831128	Unreliable	0.6	2.2	0.4	Unreliable	0.6	2.3	0.4	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other synthetic narcotics"	"T40.4"	16	831128	Unreliable	1.1	3.1	0.5	Unreliable	1.1	3.2	0.5	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	47	831128	5.7	4.2	7.5	0.8	5.7	4.2	7.6	0.8	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	62	831128	7.5	5.7	9.6	0.9	7.8	5.9	10.0	1.0	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	50	831128	6.0	4.5	7.9	0.9	6.6	4.8	8.7	0.9	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Methadone"	"T40.3"	31	831128	3.7	2.5	5.3	0.7	4.2	2.8	6.0	0.8	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	57	831128	6.9	5.2	8.9	0.9	7.2	5.4	9.4	1.0	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	24	831128	2.9	1.9	4.3	0.6	3.2	2.0	4.8	0.7	0.0%
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	831128	Unreliable	1.2	3.3	0.5	Unreliable	1.2	3.4	0.5	0.0%
	"Maryland"	"24"	"Carroll County, MD"	"24013"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	11	167564	Unreliable	3.3	11.7	2.0	Unreliable	3.3	12.8	2.2	0.0%
	"Maryland"	"24"	"Carroll County, MD"	"24013"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	10	167830	Unreliable	2.9	11.0	1.9	Unreliable	2.5	10.3	1.8	0.0%
	"Maryland"	"24"	"Carroll County, MD"	"24013"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	167627	Unreliable	2.9	11.0	1.9	Unreliable	2.8	11.6	2.0	0.0%
	"Maryland"	"24"	"Carroll County, MD"	"24013"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	10	167627	Unreliable	2.9	11.0	1.9	Unreliable	3.2	12.2	2.1	0.0%
	"Maryland"	"24"	"Carroll County, MD"	"24013"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	11	167627	Unreliable	3.3	11.7	2.0	Unreliable	3.9	13.9	2.4	0.0%
	"Maryland"	"24"	"Cecil County, MD"	"24015"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	10	102383	Unreliable	4.7	18.0	3.1	Unreliable	4.7	19.6	3.4	0.0%
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	14	241409	Unreliable	3.2	9.7	1.5	Unreliable	3.1	9.5	1.5	0.0%
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	10	241409	Unreliable	2.0	7.6	1.3	Unreliable	2.0	7.5	1.3	0.0%
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	14	243675	Unreliable	3.1	9.6	1.5	Unreliable	3.3	10.2	1.6	0.0%
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	13	243675	Unreliable	2.8	9.1	1.5	Unreliable	2.8	9.0	1.5	0.0%
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	15	245322	Unreliable	3.4	10.1	1.6	Unreliable	3.7	11.0	1.7	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	10	249215	Unreliable	1.9	7.4	1.3	Unreliable	2.2	8.4	1.4	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	10	249215	Unreliable	1.9	7.4	1.3	Unreliable	2.0	7.7	1.3	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other and unspecified narcotics"	"T40.6"	11	249215	Unreliable	2.2	7.9	1.3	Unreliable	2.3	8.4	1.4	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	14	250105	Unreliable	3.1	9.4	1.5	Unreliable	2.8	8.9	1.4	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	14	250290	Unreliable	3.1	9.4	1.5	Unreliable	3.4	10.4	1.7	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	12	250290	Unreliable	2.5	8.4	1.4	Unreliable	2.6	9.4	1.6	0.0%
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	15	250290	Unreliable	3.4	9.9	1.5	Unreliable	3.7	11.0	1.7	0.0%
	"Maryland"	"24"	"Howard County, MD"	"24027"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	12	313414	Unreliable	2.0	6.7	1.1	Unreliable	2.1	6.9	1.2	0.0%
	"Maryland"	"24"	"Howard County, MD"	"24027"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	10	313414	Unreliable	1.5	5.9	1.0	Unreliable	1.6	6.0	1.1	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	1016677	Unreliable	0.5	1.8	0.3	Unreliable	0.5	1.8	0.3	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	10	1016677	Unreliable	0.5	1.8	0.3	Unreliable	0.4	1.7	0.3	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	10	1030447	Unreliable	0.5	1.8	0.3	Unreliable	0.5	1.7	0.3	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	15	1030447	Unreliable	0.8	2.4	0.4	Unreliable	0.8	2.4	0.4	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	15	1030447	Unreliable	0.8	2.4	0.4	Unreliable	0.9	2.5	0.4	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	11	1030447	Unreliable	0.5	1.9	0.3	Unreliable	0.6	2.1	0.4	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	1040116	Unreliable	0.5	1.9	0.3	Unreliable	0.5	1.6	0.3	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	20	1040116	1.9	1.2	3.0	0.4	1.9	1.1	3.0	0.4	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	21	1040116	2.0	1.2	3.1	0.4	2.1	1.3	3.2	0.5	0.0%
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	16	1040116	Unreliable	0.9	2.5	0.4	Unreliable	0.9	2.6	0.4	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	13	890081	Unreliable	0.8	2.5	0.4	Unreliable	0.7	2.3	0.4	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	10	904430	Unreliable	0.5	2.0	0.3	Unreliable	0.5	1.9	0.3	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	13	904430	Unreliable	0.8	2.5	0.4	Unreliable	0.8	2.4	0.4	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	13	904430	Unreliable	0.8	2.5	0.4	Unreliable	0.7	2.5	0.4	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	19	904430	Unreliable	1.3	3.3	0.5	Unreliable	1.2	3.2	0.5	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Heroin"	"T40.1"	13	909535	Unreliable	0.8	2.4	0.4	Unreliable	0.7	2.3	0.4	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	909535	Unreliable	0.7	2.3	0.4	Unreliable	0.6	2.1	0.3	0.0%
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	11	909535	Unreliable	0.6	2.2	0.4	Unreliable	0.6	2.0	0.3	0.0%
	"Maryland"	"24"	"Washington County, MD"	"24043"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	14	149573	Unreliable	5.1	15.7	2.5	Unreliable	5.1	15.7	2.5	0.0%
	"Maryland"	"24"	"Washington County, MD"	"24043"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	11	149573	Unreliable	3.7	13.2	2.2	Unreliable	3.8	13.7	2.3	0.0%
	"Maryland"	"24"	"Washington County, MD"	"24043"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	149585	Unreliable	3.7	13.2	2.2	Unreliable	4.0	14.2	2.4	0.0%
	"Maryland"	"24"	"Washington County, MD"	"24043"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Heroin"	"T40.1"	15	149585	Unreliable	5.6	16.5	2.6	Unreliable	6.1	18.0	2.9	0.0%
	"Maryland"	"24"	"Washington County, MD"	"24043"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other opioids"	"T40.2"	17	149585	Unreliable	6.6	18.2	2.8	Unreliable	7.0	19.9	3.0	0.0%
	"Maryland"	"24"	"Washington County, MD"	"24043"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Other synthetic narcotics"	"T40.4"	11	149585	Unreliable	3.7	13.2	2.2	Unreliable	3.9	14.0	2.4	0.0%
