,State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
3130,Tennessee,47,"Hamilton County, TN",47065,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,22,348673,6.3,4.0,9.6,1.3,6,3.7,9.2,1.3,0.00%
3131,Tennessee,47,"Hamilton County, TN",47065,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,22,351220,6.3,3.9,9.5,1.3,6.1,3.8,9.3,1.3,0.00%
3132,Tennessee,47,"Hamilton County, TN",47065,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,31,351220,8.8,6.0,12.5,1.6,8.7,5.8,12.3,1.6,0.00%
3133,Tennessee,47,"Hamilton County, TN",47065,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,24,354098,6.8,4.3,10.1,1.4,6.6,4.2,9.9,1.4,0.00%
3134,Tennessee,47,"Hamilton County, TN",47065,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,354098,Unreliable,3.2,8.4,1.2,Unreliable,3.0,8.1,1.2,0.00%
3135,Tennessee,47,"Hawkins County, TN",47073,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,56471,Unreliable,8.5,32.6,5.6,Unreliable,9.2,35.2,6.2,0.00%
3136,Tennessee,47,"Knox County, TN",47093,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,53,444622,11.9,8.9,15.6,1.6,11.9,8.8,15.6,1.7,0.00%
3137,Tennessee,47,"Knox County, TN",47093,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,72,444622,16.2,12.7,20.4,1.9,16.1,12.5,20.3,1.9,0.00%
3138,Tennessee,47,"Knox County, TN",47093,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,59,448644,13.2,10.0,17.0,1.7,13.1,9.9,16.9,1.7,0.00%
3139,Tennessee,47,"Knox County, TN",47093,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,11,448644,Unreliable,1.2,4.4,0.7,Unreliable,1.2,4.2,0.7,0.00%
3140,Tennessee,47,"Knox County, TN",47093,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,18,448644,Unreliable,2.4,6.3,0.9,Unreliable,2.4,6.5,1.0,0.00%
3141,Tennessee,47,"Knox County, TN",47093,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,106,448644,23.6,19.1,28.1,2.3,23.3,18.8,27.8,2.3,0.10%
3142,Tennessee,47,"Knox County, TN",47093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,20,451324,4.4,2.7,6.8,1.0,4.9,2.9,7.6,1.1,0.00%
3143,Tennessee,47,"Knox County, TN",47093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,76,451324,16.8,13.3,21.1,1.9,16.5,12.9,20.8,1.9,0.00%
3144,Tennessee,47,"Knox County, TN",47093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,14,451324,Unreliable,1.7,5.2,0.8,Unreliable,1.6,5.2,0.8,0.00%
3145,Tennessee,47,"Knox County, TN",47093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,22,451324,4.9,3.1,7.4,1.0,5.1,3.1,7.7,1.1,0.00%
3146,Tennessee,47,"Knox County, TN",47093,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,89,451324,19.7,15.8,24.3,2.1,19.2,15.4,23.8,2.1,0.10%
3147,Tennessee,47,"Montgomery County, TN",47125,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,18,184119,Unreliable,5.8,15.5,2.3,Unreliable,6.1,16.4,2.5,0.00%
3148,Tennessee,47,"Montgomery County, TN",47125,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,184119,Unreliable,5.0,14.1,2.2,Unreliable,5.3,15.1,2.4,0.00%
3149,Tennessee,47,"Montgomery County, TN",47125,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,19,189961,Unreliable,6.0,15.6,2.3,Unreliable,6.0,16.0,2.4,0.00%
3150,Tennessee,47,"Montgomery County, TN",47125,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,189961,Unreliable,2.5,9.7,1.7,Unreliable,2.3,9.7,1.7,0.00%
3151,Tennessee,47,"Montgomery County, TN",47125,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,17,193479,Unreliable,5.1,14.1,2.1,Unreliable,5.4,15.2,2.3,0.00%
3152,Tennessee,47,"Montgomery County, TN",47125,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,193479,Unreliable,5.5,14.7,2.2,Unreliable,5.7,15.7,2.4,0.00%
3153,Tennessee,47,"Putnam County, TN",47141,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,74165,Unreliable,8.4,28.3,4.7,Unreliable,8.5,30.6,5.1,0.00%
3154,Tennessee,47,"Putnam County, TN",47141,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,74165,Unreliable,11.3,33.4,5.2,Unreliable,12.3,37.8,5.9,0.00%
3155,Tennessee,47,"Putnam County, TN",47141,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,74553,Unreliable,6.4,24.7,4.2,Unreliable,6.8,26.1,4.6,0.00%
3156,Tennessee,47,"Roane County, TN",47145,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,12,53047,Unreliable,11.7,39.5,6.5,Unreliable,9.3,33.3,5.6,0.00%
3157,Tennessee,47,"Roane County, TN",47145,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,52753,Unreliable,9.1,34.9,6.0,Unreliable,8.8,36.5,6.6,0.00%
3158,Tennessee,47,"Rutherford County, TN",47149,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,24,281029,8.5,5.5,12.7,1.7,8.3,5.3,12.4,1.7,0.00%
3159,Tennessee,47,"Rutherford County, TN",47149,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,22,281029,7.8,4.9,11.9,1.7,7.8,4.9,11.8,1.7,0.00%
3160,Tennessee,47,"Rutherford County, TN",47149,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,288906,Unreliable,2.4,7.7,1.2,Unreliable,2.3,7.5,1.2,0.00%
3161,Tennessee,47,"Rutherford County, TN",47149,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,288906,Unreliable,4.0,10.3,1.5,Unreliable,3.9,10.1,1.5,0.00%
3162,Tennessee,47,"Rutherford County, TN",47149,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,27,298612,9,6.0,13.2,1.7,9.2,6.1,13.4,1.8,0.00%
3163,Tennessee,47,"Rutherford County, TN",47149,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,34,298612,11.4,7.9,15.9,2.0,11.3,7.8,15.7,1.9,0.00%
3164,Tennessee,47,"Sevier County, TN",47155,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,93570,Unreliable,5.1,19.7,3.4,Unreliable,4.3,17.8,3.1,0.00%
3165,Tennessee,47,"Sevier County, TN",47155,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,95946,Unreliable,5.7,20.5,3.5,Unreliable,5.6,21.6,3.7,0.00%
3166,Tennessee,47,"Sevier County, TN",47155,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,95946,Unreliable,5.7,20.5,3.5,Unreliable,5.7,21.9,3.7,0.00%
3167,Tennessee,47,"Shelby County, TN",47157,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,38,939465,4,2.9,5.6,0.7,3.9,2.7,5.3,0.6,0.00%
3168,Tennessee,47,"Shelby County, TN",47157,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,41,939465,4.4,3.1,5.9,0.7,4.3,3.1,5.9,0.7,0.00%
3169,Tennessee,47,"Shelby County, TN",47157,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,939465,Unreliable,0.5,2.0,0.3,Unreliable,0.5,1.9,0.3,0.00%
3170,Tennessee,47,"Shelby County, TN",47157,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,52,939465,5.5,4.1,7.3,0.8,5.4,4.0,7.1,0.8,0.00%
3171,Tennessee,47,"Shelby County, TN",47157,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,67,938803,7.1,5.5,9.1,0.9,7.2,5.5,9.1,0.9,0.00%
3172,Tennessee,47,"Shelby County, TN",47157,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,39,938803,4.2,3.0,5.7,0.7,4.2,3.0,5.8,0.7,0.00%
3173,Tennessee,47,"Shelby County, TN",47157,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,938803,Unreliable,0.7,2.4,0.4,Unreliable,0.7,2.2,0.4,0.00%
3174,Tennessee,47,"Shelby County, TN",47157,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,40,938803,4.3,3.0,5.8,0.7,4.4,3.1,6.0,0.7,0.00%
3175,Tennessee,47,"Shelby County, TN",47157,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,66,938069,7,5.4,9.0,0.9,7.2,5.5,9.2,0.9,0.00%
3176,Tennessee,47,"Shelby County, TN",47157,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,37,938069,3.9,2.8,5.4,0.6,4,2.8,5.5,0.7,0.00%
3177,Tennessee,47,"Shelby County, TN",47157,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,47,938069,5,3.7,6.7,0.7,5.1,3.7,6.8,0.8,0.00%
3178,Tennessee,47,"Shelby County, TN",47157,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,34,938069,3.6,2.5,5.1,0.6,3.7,2.5,5.2,0.6,0.00%
3179,Tennessee,47,"Sullivan County, TN",47163,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,156595,Unreliable,5.4,15.8,2.5,Unreliable,5.0,15.5,2.5,0.00%
3180,Tennessee,47,"Sullivan County, TN",47163,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,18,157047,Unreliable,6.8,18.1,2.7,Unreliable,6.0,16.6,2.5,0.00%
3181,Tennessee,47,"Sullivan County, TN",47163,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,24,157047,15.3,9.8,22.7,3.1,14,8.8,21.1,3.0,0.00%
3182,Tennessee,47,"Sullivan County, TN",47163,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,156791,Unreliable,4.9,15.0,2.4,Unreliable,6.0,18.4,3.0,0.00%
3183,Tennessee,47,"Sullivan County, TN",47163,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,156791,Unreliable,7.3,18.9,2.8,Unreliable,8.2,21.8,3.2,0.00%
3184,Tennessee,47,"Sumner County, TN",47165,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,168888,Unreliable,4.1,13.2,2.1,Unreliable,4.3,14.0,2.3,0.00%
3185,Tennessee,47,"Sumner County, TN",47165,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,172706,11.6,7.1,17.9,2.6,12.6,7.7,19.4,2.8,0.00%
3186,Tennessee,47,"Sumner County, TN",47165,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,175989,Unreliable,3.1,11.2,1.9,Unreliable,3.2,11.4,2.0,0.00%
3187,Tennessee,47,"Sumner County, TN",47165,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,175989,Unreliable,6.1,16.2,2.4,Unreliable,6.4,17.0,2.6,0.00%
3188,Tennessee,47,"Washington County, TN",47179,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,126242,Unreliable,6.1,18.6,3.0,Unreliable,5.9,18.0,2.9,0.00%
3189,Tennessee,47,"Washington County, TN",47179,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,126302,Unreliable,4.3,15.6,2.6,Unreliable,3.5,13.6,2.3,0.00%
3190,Tennessee,47,"Washington County, TN",47179,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,126302,Unreliable,6.6,19.6,3.1,Unreliable,6.3,19.3,3.1,0.00%
3191,Tennessee,47,"Williamson County, TN",47187,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,211672,Unreliable,2.6,9.3,1.6,Unreliable,2.8,10.6,1.8,0.00%
3192,Tennessee,47,"Williamson County, TN",47187,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,211672,Unreliable,4.3,12.3,1.9,Unreliable,4.7,13.9,2.2,0.00%
3193,Tennessee,47,"Wilson County, TN",47189,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,121945,Unreliable,5.1,17.2,2.8,Unreliable,5.5,18.4,3.1,0.00%
3194,Tennessee,47,"Wilson County, TN",47189,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,121945,Unreliable,5.1,17.2,2.8,Unreliable,5.6,18.9,3.1,0.00%
3195,Tennessee,47,"Wilson County, TN",47189,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,125376,Unreliable,4.9,16.7,2.8,Unreliable,4.7,16.8,2.8,0.00%
3196,Tennessee,47,"Wilson County, TN",47189,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,12,125376,Unreliable,4.9,16.7,2.8,Unreliable,4.5,16.1,2.7,0.00%
3197,Tennessee,47,"Wilson County, TN",47189,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,128911,Unreliable,5.9,18.2,2.9,Unreliable,6.5,20.0,3.2,0.00%
3198,Tennessee,47,"Wilson County, TN",47189,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,128911,Unreliable,7.7,21.1,3.2,Unreliable,8.5,23.3,3.6,0.00%
3199,Texas,48,"Bexar County, TX",48029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,53,1817610,2.9,2.2,3.8,0.4,2.9,2.2,3.8,0.4,0.00%
3200,Texas,48,"Bexar County, TX",48029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,1817610,Unreliable,0.3,1.2,0.2,Unreliable,0.3,1.2,0.2,0.00%
3201,Texas,48,"Bexar County, TX",48029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,13,1817610,Unreliable,0.4,1.2,0.2,Unreliable,0.4,1.2,0.2,0.00%
3202,Texas,48,"Bexar County, TX",48029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,11,1817610,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1.0,0.2,0.00%
3203,Texas,48,"Bexar County, TX",48029,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,147,1817610,8.1,6.8,9.4,0.7,8,6.7,9.3,0.7,0.10%
3204,Texas,48,"Bexar County, TX",48029,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,23,1817610,1.3,0.8,1.9,0.3,1.3,0.8,2.0,0.3,0.00%
3205,Texas,48,"Bexar County, TX",48029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,46,1855866,2.5,1.8,3.3,0.4,2.4,1.7,3.2,0.4,0.00%
3206,Texas,48,"Bexar County, TX",48029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,1855866,Unreliable,0.4,1.3,0.2,Unreliable,0.4,1.4,0.2,0.00%
3207,Texas,48,"Bexar County, TX",48029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,10,1855866,Unreliable,0.3,1.0,0.2,Unreliable,0.3,1.0,0.2,0.00%
3208,Texas,48,"Bexar County, TX",48029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,11,1855866,Unreliable,0.3,1.1,0.2,Unreliable,0.3,1.0,0.2,0.00%
3209,Texas,48,"Bexar County, TX",48029,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,154,1855866,8.3,7.0,9.6,0.7,8.4,7.1,9.8,0.7,0.10%
3210,Texas,48,"Bexar County, TX",48029,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,1855866,1.1,0.7,1.7,0.2,1.1,0.7,1.7,0.3,0.00%
3211,Texas,48,"Bexar County, TX",48029,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,75,1897753,4,3.1,5.0,0.5,3.9,3.1,4.9,0.5,0.00%
3212,Texas,48,"Bexar County, TX",48029,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,1897753,Unreliable,0.3,1.0,0.2,Unreliable,0.3,1.1,0.2,0.00%
3213,Texas,48,"Bexar County, TX",48029,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,21,1897753,1.1,0.7,1.7,0.2,1.2,0.7,1.8,0.3,0.00%
3214,Texas,48,"Bexar County, TX",48029,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,169,1897753,8.9,7.6,10.2,0.7,9,7.6,10.4,0.7,0.10%
3215,Texas,48,"Bexar County, TX",48029,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,1897753,Unreliable,0.3,1.0,0.2,Unreliable,0.3,1.0,0.2,0.00%
3216,Texas,48,"Brazoria County, TX",48039,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,330242,Unreliable,1.9,6.3,1.0,Unreliable,1.9,6.5,1.1,0.00%
3217,Texas,48,"Brazoria County, TX",48039,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,330242,Unreliable,1.7,6.0,1.0,Unreliable,1.6,5.6,1.0,0.00%
3218,Texas,48,"Brazos County, TX",48041,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,209152,Unreliable,3.7,11.2,1.8,Unreliable,4.4,14.1,2.3,0.00%
3219,Texas,48,"Cameron County, TX",48061,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,422156,Unreliable,1.6,5.3,0.9,Unreliable,1.9,6.1,1.0,0.00%
3220,Texas,48,"Collin County, TX",48085,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,11,854778,Unreliable,0.6,2.3,0.4,Unreliable,0.6,2.3,0.4,0.00%
3221,Texas,48,"Collin County, TX",48085,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,854778,Unreliable,0.6,2.3,0.4,Unreliable,0.6,2.2,0.4,0.00%
3222,Texas,48,"Collin County, TX",48085,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,854778,Unreliable,0.9,2.7,0.4,Unreliable,0.9,2.6,0.4,0.00%
3223,Texas,48,"Collin County, TX",48085,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,15,885241,Unreliable,0.9,2.8,0.4,Unreliable,1.0,2.9,0.5,0.00%
3224,Texas,48,"Collin County, TX",48085,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,885241,Unreliable,0.8,2.5,0.4,Unreliable,0.7,2.4,0.4,0.00%
3225,Texas,48,"Collin County, TX",48085,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,20,914127,2.2,1.3,3.4,0.5,2.3,1.4,3.5,0.5,0.00%
3226,Texas,48,"Collin County, TX",48085,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,914127,Unreliable,1.0,2.8,0.4,Unreliable,1.0,2.9,0.4,0.00%
3227,Texas,48,"Collin County, TX",48085,2015,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,914127,Unreliable,0.8,2.4,0.4,Unreliable,0.7,2.4,0.4,0.00%
3228,Texas,48,"Collin County, TX",48085,2015,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,914127,Unreliable,0.5,2.0,0.3,Unreliable,0.5,1.8,0.3,0.00%
3229,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,75,2480331,3,2.4,3.8,0.3,3,2.3,3.7,0.3,0.00%
3230,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,2480331,Unreliable,0.4,1.0,0.2,Unreliable,0.4,1.0,0.2,0.00%
3231,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,11,2480331,Unreliable,0.2,0.8,0.1,Unreliable,0.2,0.8,0.1,0.00%
3232,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,16,2480331,Unreliable,0.4,1.0,0.2,Unreliable,0.4,1.0,0.2,0.00%
3233,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,58,2480331,2.3,1.8,3.0,0.3,2.4,1.8,3.1,0.3,0.00%
3234,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,22,2480331,0.9,0.6,1.3,0.2,0.9,0.6,1.4,0.2,0.00%
3235,Texas,48,"Dallas County, TX",48113,2013,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,2480331,Unreliable,0.2,0.7,0.1,Unreliable,0.2,0.7,0.1,0.00%
3236,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,104,2518638,4.1,3.3,4.9,0.4,3.9,3.2,4.7,0.4,0.10%
3237,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,33,2518638,1.3,0.9,1.8,0.2,1.2,0.9,1.7,0.2,0.00%
3238,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,2518638,Unreliable,0.4,1.1,0.2,Unreliable,0.4,1.1,0.2,0.00%
3239,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,13,2518638,Unreliable,0.3,0.9,0.1,Unreliable,0.2,0.8,0.1,0.00%
3240,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,111,2518638,4.4,3.6,5.2,0.4,4.3,3.5,5.1,0.4,0.10%
3241,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,27,2518638,1.1,0.7,1.6,0.2,1.1,0.7,1.6,0.2,0.00%
3242,Texas,48,"Dallas County, TX",48113,2014,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,2518638,Unreliable,0.3,0.9,0.1,Unreliable,0.3,0.9,0.1,0.00%
3243,Texas,48,"Dallas County, TX",48113,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,93,2553385,3.6,2.9,4.5,0.4,3.5,2.8,4.3,0.4,0.10%
3244,Texas,48,"Dallas County, TX",48113,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,23,2553385,0.9,0.6,1.4,0.2,0.9,0.6,1.3,0.2,0.00%
3245,Texas,48,"Dallas County, TX",48113,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,2553385,Unreliable,0.3,1.0,0.2,Unreliable,0.3,0.9,0.1,0.00%
3246,Texas,48,"Dallas County, TX",48113,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,14,2553385,Unreliable,0.3,0.9,0.1,Unreliable,0.3,0.8,0.1,0.00%
3247,Texas,48,"Dallas County, TX",48113,2015,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,83,2553385,3.3,2.6,4.0,0.4,3.3,2.6,4.0,0.4,0.00%
