State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
Missouri,29,"Jackson County, MO",29095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,691801,Unreliable,0.9,3,0.5,Unreliable,0.9,3.2,0.5,0.00%
Missouri,29,"Jackson County, MO",29095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,691801,Unreliable,1.4,3.9,0.6,Unreliable,1.4,4,0.6,0.00%
Missouri,29,"Jackson County, MO",29095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,22,698895,3.1,2,4.8,0.7,3.1,1.9,4.8,0.7,0.00%
Missouri,29,"Jackson County, MO",29095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,20,698895,2.9,1.7,4.4,0.6,2.8,1.7,4.4,0.7,0.00%
Missouri,29,"Jackson County, MO",29095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,698895,Unreliable,1.3,3.7,0.6,Unreliable,1.2,3.4,0.5,0.00%
Missouri,29,"Jackson County, MO",29095,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,698895,Unreliable,0.8,2.8,0.5,Unreliable,0.7,2.7,0.5,0.00%
Missouri,29,"Jasper County, MO",29097,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,119111,Unreliable,5.8,18.7,3,Unreliable,6.6,21.2,3.5,0.00%
Missouri,29,"Jasper County, MO",29097,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,120217,Unreliable,4,15.3,2.6,Unreliable,4.4,16.8,2.9,0.00%
Missouri,29,"Jefferson County, MO",29099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,28,224226,12.5,8.3,18,2.4,13.2,8.7,19.2,2.5,0.00%
Missouri,29,"Jefferson County, MO",29099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,16,224226,Unreliable,4.1,11.6,1.8,Unreliable,3.7,10.9,1.7,0.00%
Missouri,29,"Jefferson County, MO",29099,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,50,224226,22.3,16.6,29.4,3.2,23.8,17.6,31.5,3.4,0.00%
Missouri,29,"Jefferson County, MO",29099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,27,223810,12.1,8,17.6,2.3,13.3,8.7,19.5,2.6,0.00%
Missouri,29,"Jefferson County, MO",29099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,17,223810,Unreliable,4.4,12.2,1.8,Unreliable,4.7,13.2,2,0.00%
Missouri,29,"Jefferson County, MO",29099,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,49,223810,21.9,16.2,28.9,3.1,24.7,18.2,32.8,3.6,0.00%
Missouri,29,"St. Charles County, MO",29183,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,23,390918,5.9,3.7,8.8,1.2,6.2,4,9.4,1.3,0.00%
Missouri,29,"St. Charles County, MO",29183,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,390918,Unreliable,2,6,1,Unreliable,1.9,5.9,1,0.00%
Missouri,29,"St. Charles County, MO",29183,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,33,390918,8.4,5.8,11.9,1.5,9.2,6.3,12.9,1.6,0.00%
Missouri,29,"St. Charles County, MO",29183,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,22,395504,5.6,3.5,8.4,1.2,6.1,3.8,9.2,1.3,0.00%
Missouri,29,"St. Charles County, MO",29183,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,63,395504,15.9,12.2,20.4,2,17.3,13.3,22.2,2.2,0.00%
Missouri,29,"St. Francois County, MO",29187,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,66627,Unreliable,17.2,44.5,6.5,Unreliable,18.3,47.4,7,0.00%
Missouri,29,"St. Francois County, MO",29187,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,66705,Unreliable,12.6,37.1,5.8,Unreliable,12.6,37.2,5.9,0.00%
Missouri,29,"St. Louis County, MO",29189,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,113,998581,11.3,9.2,13.4,1.1,12.9,10.4,15.3,1.2,0.10%
Missouri,29,"St. Louis County, MO",29189,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,998581,3,2,4.3,0.5,3.4,2.3,4.9,0.6,0.00%
Missouri,29,"St. Louis County, MO",29189,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,137,998581,13.7,11.4,16,1.2,15.6,12.9,18.2,1.4,0.10%
Missouri,29,"St. Louis County, MO",29189,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,10,998581,Unreliable,0.5,1.8,0.3,Unreliable,0.4,1.8,0.3,0.00%
Missouri,29,"St. Louis County, MO",29189,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,998581,Unreliable,0.5,2,0.3,Unreliable,0.6,2.2,0.4,0.00%
Missouri,29,"St. Louis County, MO",29189,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,79,996726,7.9,6.3,9.9,0.9,9,7.1,11.2,1,0.00%
Missouri,29,"St. Louis County, MO",29189,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,996726,3,2,4.3,0.5,3.4,2.3,4.8,0.6,0.00%
Missouri,29,"St. Louis County, MO",29189,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,187,996726,18.8,16.1,21.5,1.4,21,17.9,24,1.6,0.10%
Missouri,29,"St. Louis County, MO",29189,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,996726,Unreliable,0.5,1.8,0.3,Unreliable,0.4,1.7,0.3,0.00%
Missouri,29,"Taney County, MO",29213,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,55355,Unreliable,9.9,35.6,6,Unreliable,10.5,40.2,6.8,0.00%
Missouri,29,"St. Louis city, MO",29510,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,103,311404,33.1,26.7,39.5,3.3,31.7,25.4,38.1,3.2,0.10%
Missouri,29,"St. Louis city, MO",29510,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,21,311404,6.7,4.2,10.3,1.5,6.6,4.1,10.3,1.5,0.00%
Missouri,29,"St. Louis city, MO",29510,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,109,311404,35,28.4,41.6,3.4,33.1,26.7,39.5,3.3,0.10%
Missouri,29,"St. Louis city, MO",29510,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,66,308626,21.4,16.5,27.2,2.6,20.3,15.6,26.1,2.6,0.00%
Missouri,29,"St. Louis city, MO",29510,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,308626,8.1,5.2,12,1.6,7.5,4.7,11.2,1.5,0.00%
Missouri,29,"St. Louis city, MO",29510,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,150,308626,48.6,40.8,56.4,4,47.8,39.9,55.6,4,0.10%
Montana,30,"Flathead County, MT",30029,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,98082,Unreliable,4.9,18.8,3.2,Unreliable,4.4,18.4,3.2,0.00%
Nebraska,31,"Douglas County, NE",31055,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,554995,Unreliable,1.1,3.8,0.6,Unreliable,1.1,3.7,0.6,0.00%
Nebraska,31,"Douglas County, NE",31055,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,554995,3.8,2.3,5.8,0.8,3.8,2.3,5.8,0.8,0.00%
Nebraska,31,"Douglas County, NE",31055,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,561620,Unreliable,1.2,4,0.6,Unreliable,1.1,3.7,0.6,0.00%
Nebraska,31,"Douglas County, NE",31055,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,561620,Unreliable,1.1,3.7,0.6,Unreliable,1,3.3,0.6,0.00%
Nebraska,31,"Douglas County, NE",31055,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,561620,Unreliable,1.6,4.6,0.7,Unreliable,1.6,4.8,0.7,0.00%
Nebraska,31,"Sarpy County, NE",31153,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,179023,Unreliable,3.1,11,1.9,Unreliable,3.2,11.6,2,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,57,2155664,2.6,2,3.4,0.4,2.6,2,3.4,0.4,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,126,2155664,5.8,4.8,6.9,0.5,5.5,4.6,6.5,0.5,0.10%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,33,2155664,1.5,1.1,2.1,0.3,1.4,1,2,0.3,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,27,2155664,1.3,0.8,1.8,0.2,1.2,0.8,1.7,0.2,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,19,2155664,Unreliable,0.5,1.4,0.2,Unreliable,0.5,1.4,0.2,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,284,2155664,13.2,11.6,14.7,0.8,12.6,11.1,14.1,0.8,0.20%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,29,2155664,1.3,0.9,1.9,0.2,1.3,0.9,1.9,0.2,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,Other synthetic narcotics,T40.4,10,2155664,Unreliable,0.2,0.9,0.1,Unreliable,0.2,0.8,0.1,0.00%
Nevada,32,"Clark County, NV",32003,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,59,2155664,2.7,2.1,3.5,0.4,2.6,2,3.3,0.3,0.00%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,62,2204079,2.8,2.2,3.6,0.4,2.8,2.2,3.7,0.4,0.00%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,122,2204079,5.5,4.6,6.5,0.5,5.3,4.3,6.3,0.5,0.10%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,29,2204079,1.3,0.9,1.9,0.2,1.3,0.8,1.8,0.2,0.00%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,32,2204079,1.5,1,2,0.3,1.4,1,2.1,0.3,0.00%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,12,2204079,Unreliable,0.3,1,0.2,Unreliable,0.3,0.9,0.2,0.00%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,174,2204079,7.9,6.7,9.1,0.6,7.6,6.5,8.8,0.6,0.10%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,36,2204079,1.6,1.1,2.3,0.3,1.6,1.1,2.2,0.3,0.00%
Nevada,32,"Clark County, NV",32003,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,43,2204079,2,1.4,2.6,0.3,1.9,1.3,2.5,0.3,0.00%
Nevada,32,"Nye County, NV",32023,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,43423,Unreliable,11,42.4,7.3,Unreliable,14.6,60.7,10.4,0.00%
Nevada,32,"Nye County, NV",32023,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,43423,Unreliable,12.6,45.3,7.6,Unreliable,14.4,55.3,9.6,0.00%
Nevada,32,"Washoe County, NV",32031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,19,453616,Unreliable,2.5,6.5,1,Unreliable,2.4,6.4,1,0.00%
Nevada,32,"Washoe County, NV",32031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,32,453616,7.1,4.8,10,1.2,6.4,4.3,9.2,1.2,0.00%
Nevada,32,"Washoe County, NV",32031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,13,453616,Unreliable,1.5,4.9,0.8,Unreliable,1.6,5.2,0.9,0.00%
Nevada,32,"Washoe County, NV",32031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,44,453616,9.7,7,13,1.5,9.5,6.9,12.9,1.5,0.00%
Nevada,32,"Washoe County, NV",32031,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,453616,Unreliable,1.5,4.9,0.8,Unreliable,1.4,4.8,0.8,0.00%
Nevada,32,"Washoe County, NV",32031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,23,460587,5,3.2,7.5,1,4.6,2.9,6.9,1,0.00%
Nevada,32,"Washoe County, NV",32031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,29,460587,6.3,4.2,9,1.2,5.7,3.8,8.3,1.1,0.00%
Nevada,32,"Washoe County, NV",32031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,19,460587,Unreliable,2.5,6.4,0.9,Unreliable,2.1,5.6,0.8,0.00%
Nevada,32,"Washoe County, NV",32031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,38,460587,8.3,5.8,11.3,1.3,7.7,5.4,10.6,1.3,0.00%
Nevada,32,"Carson City, NV",32510,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,54745,Unreliable,15.3,45.2,7.1,Unreliable,13.6,41.8,6.7,0.00%
New Hampshire,33,"Belknap County, NH",33001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,60779,Unreliable,11.4,36.6,5.9,Unreliable,14.3,46,7.6,0.00%
New Hampshire,33,"Belknap County, NH",33001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,21,60785,34.5,21.4,52.8,7.5,42.4,25.9,65.5,9.4,0.00%
New Hampshire,33,"Carroll County, NH",33003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,47289,Unreliable,13.1,44.3,7.3,Unreliable,15.6,56.1,9.6,0.00%
New Hampshire,33,"Carroll County, NH",33003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,48064,Unreliable,14.4,46.3,7.5,Unreliable,14.4,51.4,8.5,0.00%
New Hampshire,33,"Cheshire County, NH",33005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,75774,Unreliable,8.2,27.7,4.6,Unreliable,8.9,30,5.1,0.00%
New Hampshire,33,"Cheshire County, NH",33005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,20,75960,26.3,16.1,40.7,5.9,30.3,18,47.9,7.1,0.00%
New Hampshire,33,"Coos County, NH",33007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,31634,Unreliable,15.2,58.1,10,Unreliable,18.2,70,12.3,0.00%
New Hampshire,33,"Grafton County, NH",33009,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,89386,Unreliable,5.4,20.6,3.5,Unreliable,5.5,21.1,3.7,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,407761,Unreliable,1.9,5.8,0.9,Unreliable,1.9,5.8,0.9,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,154,407761,37.8,31.8,43.7,3,40.4,33.9,46.8,3.3,0.10%
New Hampshire,33,"Hillsborough County, NH",33011,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,407761,Unreliable,1.9,5.8,0.9,Unreliable,1.7,5.5,0.9,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,409697,Unreliable,1.9,5.7,0.9,Unreliable,2.2,6.7,1.1,0.00%
New Hampshire,33,"Hillsborough County, NH",33011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,144,409697,35.1,29.4,40.9,2.9,37.1,31,43.3,3.2,0.10%
New Hampshire,33,"Hillsborough County, NH",33011,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,409697,Unreliable,1.7,5.4,0.9,Unreliable,1.5,5.2,0.9,0.00%
New Hampshire,33,"Merrimack County, NH",33013,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,27,148582,18.2,12,26.4,3.5,19.2,12.5,28.1,3.8,0.00%
New Hampshire,33,"Merrimack County, NH",33013,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,27,149216,18.1,11.9,26.3,3.5,20,13.1,29.3,3.9,0.00%
New Hampshire,33,"Rockingham County, NH",33015,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,10,303251,Unreliable,1.6,6.1,1,Unreliable,1.6,6.1,1.1,0.00%
New Hampshire,33,"Rockingham County, NH",33015,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,14,303251,Unreliable,2.5,7.7,1.2,Unreliable,2.2,7.5,1.2,0.00%
New Hampshire,33,"Rockingham County, NH",33015,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,81,303251,26.7,21.2,33.2,3,30.4,24,37.9,3.5,0.00%
New Hampshire,33,"Rockingham County, NH",33015,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,73,306363,23.8,18.7,30,2.8,27.1,21.1,34.2,3.2,0.00%
New Hampshire,33,"Strafford County, NH",33017,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,37,127428,29,20.4,40,4.8,30.4,21.2,42.3,5.2,0.00%
New Hampshire,33,"Strafford County, NH",33017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,44,128613,34.2,24.9,45.9,5.2,36.6,26.4,49.5,5.7,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,40,270991,14.8,10.5,20.1,2.3,15.7,11.1,21.5,2.5,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,17,270991,Unreliable,3.7,10,1.5,Unreliable,3.3,9.3,1.4,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,32,270991,11.8,8.1,16.7,2.1,12.5,8.5,17.8,2.3,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,34,270991,12.5,8.7,17.5,2.2,13,8.9,18.4,2.3,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,55,269918,20.4,15.4,26.5,2.7,21.1,15.8,27.7,2.9,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,12,269918,Unreliable,2.3,7.8,1.3,Unreliable,2.3,8.4,1.4,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,87,269918,32.2,25.8,39.8,3.5,34.9,27.8,43.3,3.9,0.00%
New Jersey,34,"Atlantic County, NJ",34001,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,29,269918,10.7,7.2,15.4,2,11.3,7.5,16.5,2.2,0.00%
New Jersey,34,"Bergen County, NJ",34003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,61,939151,6.5,5,8.3,0.8,6.8,5.2,8.8,0.9,0.00%
New Jersey,34,"Bergen County, NJ",34003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,21,939151,2.2,1.4,3.4,0.5,2.2,1.3,3.4,0.5,0.00%
New Jersey,34,"Bergen County, NJ",34003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,34,939151,3.6,2.5,5.1,0.6,3.7,2.6,5.3,0.7,0.00%
New Jersey,34,"Bergen County, NJ",34003,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,77,939151,8.2,6.5,10.2,0.9,8.3,6.5,10.4,1,0.00%
New Jersey,34,"Bergen County, NJ",34003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,69,948406,7.3,5.7,9.2,0.9,7.9,6.2,10.1,1,0.00%
New Jersey,34,"Bergen County, NJ",34003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,25,948406,2.6,1.7,3.9,0.5,2.7,1.7,4,0.5,0.00%
New Jersey,34,"Bergen County, NJ",34003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,86,948406,9.1,7.3,11.2,1,9.8,7.8,12.2,1.1,0.00%
New Jersey,34,"Bergen County, NJ",34003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,11,948406,Unreliable,0.6,2.1,0.3,Unreliable,0.6,2.1,0.4,0.00%
New Jersey,34,"Bergen County, NJ",34003,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,81,948406,8.5,6.8,10.6,0.9,8.9,7,11.1,1,0.00%
New Jersey,34,"Bergen County, NJ",34003,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,13,948406,Unreliable,0.7,2.3,0.4,Unreliable,0.6,1.9,0.3,0.00%
New Jersey,34,"Burlington County, NJ",34005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,15,449284,Unreliable,1.9,5.5,0.9,Unreliable,2.1,6.2,1,0.00%
New Jersey,34,"Burlington County, NJ",34005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,15,449284,Unreliable,1.9,5.5,0.9,Unreliable,1.7,5.3,0.8,0.00%
New Jersey,34,"Burlington County, NJ",34005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,11,449284,Unreliable,1.2,4.4,0.7,Unreliable,1.3,4.7,0.8,0.00%
New Jersey,34,"Burlington County, NJ",34005,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,76,449284,16.9,13.3,21.2,1.9,18,14.1,22.6,2.1,0.00%
New Jersey,34,"Burlington County, NJ",34005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,61,448596,13.6,10.4,17.5,1.7,13.4,10.2,17.4,1.8,0.00%
New Jersey,34,"Burlington County, NJ",34005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,29,448596,6.5,4.3,9.3,1.2,6.5,4.3,9.4,1.2,0.00%
New Jersey,34,"Burlington County, NJ",34005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,77,448596,17.2,13.5,21.5,2,18,14.2,22.6,2.1,0.00%
New Jersey,34,"Burlington County, NJ",34005,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,97,448596,21.6,17.5,26.4,2.2,22.2,17.9,27.2,2.3,0.10%
New Jersey,34,"Camden County, NJ",34007,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,175,510150,34.3,29.2,39.4,2.6,35.4,30.1,40.7,2.7,0.10%
New Jersey,34,"Camden County, NJ",34007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,10,510719,Unreliable,0.9,3.6,0.6,Unreliable,0.9,3.7,0.6,0.00%
New Jersey,34,"Camden County, NJ",34007,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,265,510719,51.9,45.6,58.1,3.2,53.8,47.2,60.4,3.4,0.10%
